Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9
0.18454146,0,0,0,0,0,0,0,0.42145067,0.38639662
0.14202282,0,0,0.025394877,0,0,0,0,0.28251782,0.54434544
0.35356313,0,0,0.10459127,0,0,0,0.11522184,0.4155771,0
0.23452628,0,0.031031473,0,0,0.026264079,0.18050927,0.15272412,0,0.3690526
0.5878719,0,0,0,0,0,0,0.22276185,0.07908518,0.10181481
0.48145977,0,0,0.25449067,0.1279574,0,0.11409274,0.015142374,0,0
0.24030988,0,0,0.02644448,0,0,0,0,0.29540274,0.4322303
0.22517931,0,0,0.09459074,0,0,0,0.06538858,0.6032581,0
0.068959616,0,0.019319354,0.25362247,0,0,0,0,0.64756054,0
0.43779653,0,0,0.14375179,0.029541837,0,0,0,0.12479169,0.25271168
0.29746407,0.03209613,0,0.02434909,0,0,0,0,0.49191016,0.14750724
0.104477644,0,0,0,0,0,0,0.109129205,0,0.77623427
0.60287625,0,0,0.042214055,0.03366664,0,0,0,0.31485674,0
0.45165345,0,0,0,0.028183265,0,0,0,0.205711,0.30976272
0.16001537,0,0.04025838,0.07871878,0,0,0,0,0.54254705,0.17355385
0.26102027,0,0,0.040497635,0,0,0,0,0.61342984,0.078456275
0.22518331,0,0,0.094590604,0,0,0,0.065388344,0.6032546,0
0.117060676,0,0,0.021859331,0,0,0,0,0.5095043,0.3421986
0.37139997,0,0,0,0,0,0,0,0.6020798,0.017305907
0,0,0,0.06436989,0.11207274,0,0,0,0.5985625,0.21963675
0,0,0,0.22395937,0.027012413,0,0,0,0.31899485,0.42243686
0.017611923,0,0,0.16924432,0,0,0,0,0.693521,0.11237896
0.09279285,0,0,0.123350576,0.022369303,0,0,0.040717945,0.32875222,0.3900627
0,0,0,0.118784264,0,0,0,0.03746106,0.69334614,0.14299472
0,0,0.030265221,0.30196074,0.37442127,0,0,0,0.21141663,0.077836625
0.016231785,0,0,0.2992157,0.50400585,0,0,0,0.1767462,0
0,0,0,0.12079646,0.30290526,0,0,0,0.07582954,0.49581587
0,0,0,0,0.21367672,0.1349252,0.050396968,0,0.04535256,0.5514423
0,0,0.0142884245,0.08177686,0.08341914,0,0,0,0,0.81217974
0,0,0,0,0.19480257,0.026449326,0.694879,0.0721776,0,0
0,0,0,0,0.11377771,0,0.7096552,0.17423183,0,0
0,0,0,0,0.22989361,0,0,0,0.024316719,0.74085814
0.15607543,0,0,0,0.07280729,0,0,0.20668013,0.38701198,0.16615322
0,0,0,0.014514977,0.16890337,0,0,0,0,0.8061316
0,0.02224813,0,0.17011058,0.07025028,0,0,0,0.16695559,0.56505346
0.17709444,0,0,0,0,0,0.02365811,0.102112055,0.54962313,0.13902363
0,0,0,0.015470303,0.27325445,0.13950764,0.08166975,0.29778126,0.131014,0.05792939
0,0,0,0.115412764,0.3292109,0,0,0,0.30266646,0.2468256
0,0,0.03131373,0.014370264,0.31230897,0.025743093,0.1341017,0.34477928,0.045475807,0.09026185
0.060403503,0,0,0,0.367467,0.12974861,0,0,0.43367842,0
0.07689069,0,0,0,0.5838066,0,0,0,0,0.3276304
0,0,0,0,0.6001203,0.037669413,0,0,0,0.35627556
0,0,0,0,0.18917651,0,0,0,0.062045984,0.7414082
0,0,0,0,0.32857257,0,0.041395694,0.53139234,0.04222556,0.052561294
0.24613875,0,0,0.082116075,0,0,0,0,0.33979768,0.32756653
0,0,0,0.027983299,0.10545095,0,0.087921016,0,0.77174395,0
0,0.034573875,0.044212654,0.0331921,0.38549298,0,0,0,0.4967106,0
0,0,0,0,0.3023601,0,0,0,0.48403385,0.20623139
0,0.010182163,0,0.11145541,0.1827754,0.030900797,0,0.56720066,0.09374118,0
0,0,0,0.24581985,0.4620783,0,0,0,0.031553555,0.25284997
0,0,0,0,0,0,0,0.24373576,0,0.7367399
0.15400635,0,0,0.20539942,0.1807558,0,0,0,0,0.45285827
0.060912773,0,0.047671773,0.03267372,0.35762343,0,0.023220059,0.2567128,0.10470582,0.11504896
0,0,0.02407331,0.22008434,0.30307242,0,0,0,0.14899701,0.29942137
0,0,0.032365985,0.122736484,0.16954078,0,0,0.6019823,0.07020596,0
0.15991879,0,0.03986651,0.04891773,0.4185238,0.028916633,0,0,0.30124015,0
0.047650438,0.16271625,0,0,0.5950023,0,0,0,0.18967009,0
0,0,0,0,0.6062827,0,0,0,0,0.37991476
0,0,0,0.09459074,0.59618807,0.041597717,0.06104957,0.066616304,0,0.13644682
0.060061317,0,0,0,0.10713138,0.023349945,0,0.13229506,0.6729527,0
0,0,0,0.14076391,0.55621135,0,0,0,0,0.28929627
0,0,0,0,0.37974322,0,0,0,0.09810766,0.51672107
0,0,0,0.032661572,0.1894135,0,0,0,0.7659072,0
0,0,0,0,0.42099655,0,0,0,0.43837598,0.13498044
0,0,0.016882496,0.18007913,0.2799456,0,0,0.055009,0.2557741,0.2085339
0,0,0,0.19195665,0.46833348,0,0,0,0.023669267,0.31178433
0.042815283,0.025874948,0,0.03671795,0.29806325,0,0.045171354,0.16824225,0.2922235,0.089614615
0,0,0,0,0.26006964,0,0.116558544,0.10666354,0.08297998,0.42461994
0,0.012549556,0,0,0.5181214,0.013020977,0.14008169,0.2018163,0,0.11055765
0,0,0,0,0.29233104,0,0,0.32821336,0,0.36278164
0.26404175,0.054222476,0,0,0.2565085,0,0.048079334,0,0.3458771,0
0.055107906,0,0.049721584,0.0345359,0.5005788,0,0.028288582,0.16501187,0.16409816,0
0.024999665,0.024998361,0.024998363,0.02499835,0.35170367,0.024999622,0.44829202,0.025000436,0.025005028,0.025004424
0,0,0.04987249,0,0.30460137,0,0.032403354,0,0,0.6103927
0.0192978,0,0,0.02417345,0.064369924,0.0124624,0.26048896,0.22188243,0.17534135,0.2211295
0.020010062,0,0.021249654,0.037042312,0.095322385,0,0.03429902,0.05094941,0.61928535,0.12085072
0,0,0,0.20557997,0.25763118,0,0.07561045,0,0,0.45740277
0,0,0,0,0.17007077,0.01179075,0.11309725,0.080446556,0,0.6101254
0,0,0,0.038054507,0.28229573,0,0.36081883,0,0,0.31276584
0,0,0.029350815,0.094793245,0.41133443,0,0.13540109,0.053251226,0.11099406,0.16253023
0.1198625,0,0,0,0,0,0,0.12413576,0.22126585,0.51387846
0.06824773,0,0.0340946,0.08478008,0.12184123,0,0.033907887,0,0.12874156,0.526372
0.0342595,0,0,0,0.5429059,0,0.04638207,0.087968335,0.24072416,0.044558126
0,0,0.029282482,0.048938166,0.20203547,0.03492788,0,0.12747598,0.2277657,0.32735068
0.064022966,0,0.019151257,0.10723376,0.18012506,0,0.05677106,0.31754768,0.18254071,0.063858196
0,0,0,0,0,0,0.30552906,0,0.505295,0.17248142
0,0,0,0.30548128,0.062263574,0.022695089,0,0,0.046149448,0.5585029
0.08729534,0,0.03597733,0.034289993,0.13909723,0,0.12940006,0.39215288,0.16544493,0.015424305
0,0,0,0,0.13410495,0,0.08821918,0.10285787,0.4775673,0.1952801
0,0,0.053434048,0,0.39206654,0,0.09681649,0.13743685,0.10965953,0.20778677
0.1821742,0,0,0.03145263,0.39004767,0,0.15263298,0,0.053843763,0.17976429
0.17882101,0,0,0,0,0.16761547,0.16006294,0.16653053,0.11466016,0.20899728
0.732386,0,0,0,0,0,0,0,0.19254315,0.061423797
0.38685247,0,0,0,0,0,0.053035203,0.16766757,0,0.38671848
0.5496411,0,0,0,0,0,0,0.08006235,0.14819665,0.20007338
0.6373323,0,0,0,0,0,0,0,0.2428405,0.114673935
0.5368815,0,0.014429783,0,0,0.012861238,0.08559133,0.08664779,0.12272304,0.13689716
0.35854495,0,0,0,0,0,0,0.24128738,0.06597506,0.32922637
0.47256607,0.02539069,0.0135497665,0.031967565,0,0,0,0,0.26128736,0.19034658
0.37060314,0,0.010594557,0,0,0.062367715,0.074859954,0.149833,0,0.327888
0.19172743,0.027345195,0,0,0,0.014468212,0.024511732,0,0.14098322,0.59576064
0.31103742,0,0,0,0.101271644,0,0.18077224,0.10214762,0.20346625,0.09744766
0.7897352,0,0,0.015964588,0,0,0.046234563,0.050339438,0,0.09270825
0.23800375,0,0.22330905,0,0,0,0.020379758,0.35603994,0.0646825,0.09516153
0.36021036,0.036366682,0,0.026110316,0,0,0.06492661,0.2909868,0.19001386,0.029110428
0.72982454,0,0,0,0,0,0.04267259,0.07201258,0.14477143,0
0.5526233,0,0,0,0,0,0.15004466,0,0.29059568,0
0.43897408,0.07730911,0,0,0,0,0.10275062,0,0.36895207,0
0.5394132,0,0,0,0,0,0,0.25287598,0.08283588,0.11360389
0.48022446,0,0.02610535,0,0,0,0,0.052312218,0,0.42739648
0.36218065,0.056900635,0,0,0.03382193,0.015233334,0,0.23726678,0.02605068,0.26442492
0.8058835,0,0,0.023325859,0,0,0,0,0.04394398,0.11346368
0.75568825,0.051332463,0,0.050640944,0,0,0,0,0.055349626,0.08164191
0.66900086,0.042123526,0,0,0,0,0.14905961,0,0.1338062,0
0.57483506,0.042865533,0,0,0,0,0,0.039005574,0,0.33568844
0,0,0.023795031,0.1039345,0.19141947,0,0.045430683,0.13349761,0,0.49524093
0,0.027618462,0,0,0,0,0.16201824,0.1957721,0,0.5991877
0.039306134,0,0.0653454,0,0,0,0,0.2633804,0.17662548,0.44909066
0.10404592,0.014104238,0,0,0,0,0.042557105,0.12375755,0,0.70894766
0.12979324,0,0.043200504,0,0.22231433,0,0.08910793,0.20498058,0.10641392,0.20153221
0,0,0,0,0,0,0,0.44523677,0.42811966,0.112049386
0.08524444,0,0.26626226,0,0,0,0.04178983,0,0,0.5953618
0.025333358,0,0,0,0,0,0.18034017,0.13497286,0.21406984,0.4354545
0.07135037,0,0,0,0,0,0,0.23664258,0.16478801,0.5189795
0,0,0,0,0,0,0,0.17585905,0.18267597,0.6313128
0,0,0,0.028190335,0,0,0,0,0.5734668,0.38167024
0.055626072,0,0,0.01131997,0.078966156,0,0.1637952,0.10887105,0.047979638,0.531883
0,0,0,0,0,0.22879653,0.08606889,0.025697466,0,0.65615475
0.48256782,0,0,0,0,0,0,0,0.10421716,0.40024823
0.18106386,0,0,0.120813966,0,0,0,0,0,0.6838291
0.44060078,0.049235843,0,0.021097222,0,0,0.08943909,0.11195963,0.074319564,0.2089896
0.0496045,0.039368637,0.10127103,0,0.08174498,0.06443188,0,0.25959158,0.40023223,0
0.16561002,0,0,0,0.06863474,0.12451499,0.19869398,0.20522176,0.039955482,0.18970518
0,0,0,0,0,0,0,0.30451062,0.1326793,0.5566649
0,0,0,0,0.18336447,0,0,0.21005124,0,0.5928514
0.26223105,0,0,0.20465204,0,0,0.06671339,0.14291659,0.2259079,0.0923812
0.36120108,0,0,0,0.04830617,0,0.09888825,0,0.09324305,0.38512525
0.19807258,0.01080867,0,0,0.07990016,0.017096005,0.1215478,0.087113865,0.11707436,0.3663325
0.1262192,0.011715176,0,0,0,0.15242656,0.20631973,0.10808868,0.11331709,0.27887803
0,0,0,0,0.3329496,0,0.074482016,0.55991125,0,0.02605896
0.41565642,0,0,0,0.024688117,0,0,0.039262373,0,0.51071215
0.15418172,0,0,0.11182046,0.04925944,0,0.17436513,0.09103973,0,0.41205344
0,0,0,0,0.076418854,0.4312268,0,0.05909653,0.02388521,0.40441704
0.5836287,0,0,0,0,0,0.1428923,0.21573034,0,0.043083917
0,0,0,0.03408298,0.5613108,0,0.12463957,0,0.2203769,0.057010975
0,0,0.07208228,0,0.65628123,0,0.032516424,0.05902126,0,0.17330588
0,0,0,0.11137527,0.4941516,0.010865199,0.276588,0.0646317,0.04047283,0
0.2308642,0,0.032661527,0.24549738,0.019831823,0,0,0,0.46594402,0
0.04590933,0,0,0,0.6303531,0.045965016,0.017329454,0.2071803,0.041069724,0.010552405
0,0,0,0.30876896,0.18923591,0,0,0.045540202,0.088856824,0.36359462
0.09955268,0,0,0.21515317,0,0,0.013036212,0,0,0.66592336
0.3455621,0,0.018928912,0.09732698,0.059067737,0.010574197,0,0,0,0.46502712
0.023331447,0,0,0,0.04651014,0,0.113551475,0.092669226,0,0.7119207
0.013057242,0,0.019114437,0.21518035,0.100931644,0,0.08737849,0.039741747,0.04117024,0.48264968
0.16997154,0.010854388,0,0,0,0,0,0.118696734,0.5038759,0.1921312
0.07898814,0,0,0.12545343,0.11503962,0.04658955,0,0.16488849,0,0.46622202
0,0,0,0.030471846,0.47890127,0,0,0,0.07226527,0.40380818
0.2526019,0,0,0,0,0,0.026084667,0,0.19000044,0.52035135
0.017236628,0,0,0.050810214,0.09069079,0,0,0.17894088,0.35233194,0.30614108
0,0,0,0.13226213,0,0,0,0.09460311,0.13744113,0.6271181
0.091971,0,0,0,0,0.023530593,0,0.4038265,0.32704017,0.14935507
0.18449199,0.013527959,0,0.046618056,0,0,0.03196524,0.11568227,0.31910187,0.2847066
0.08614704,0,0,0,0.111702286,0.016658718,0,0.504148,0.0922806,0.18666466
0.15291701,0,0,0.08983822,0.10645051,0,0,0,0.52340037,0.12329318
0,0,0,0,0.17048988,0,0,0.117528334,0.4033518,0.2933811
0.126343,0,0.021328708,0,0.20483366,0.040220365,0.058595616,0.41463646,0.13070305,0
0.082297444,0,0.0452485,0,0,0,0.10236522,0.38823035,0.24002787,0.1374226
0.10323315,0,0.07091339,0,0.17309892,0,0,0.45849463,0.18944727,0
0,0,0,0,0.26001462,0,0,0,0.29652083,0.42917
0,0.037718073,0,0,0,0.036828678,0.22107163,0.407069,0.289364,0
0,0,0,0,0.83211595,0,0,0.035700332,0,0.11921381
0.015430422,0,0,0,0.3804114,0,0,0,0.59516585,0
0.027044946,0,0.013915375,0.029797986,0.11361841,0,0.06298497,0.33513546,0.41333067,0
0,0,0,0,0.13233459,0.02330426,0.270267,0.31787536,0.19924702,0.05236486
0,0.03131761,0.0150187705,0,0,0,0,0.531377,0.4141627,0
0,0,0,0,0.15009212,0,0,0.7896166,0.044829488,0
0,0.082611606,0,0,0.7917806,0,0,0.112117946,0,0
0,0,0,0.2637131,0.3006821,0,0,0,0,0.4228706
0.036281522,0.04051156,0.015051376,0.4727443,0,0,0.03182137,0.19074465,0.20876375,0
0.33021638,0,0.01183317,0.18027766,0,0,0,0.09293939,0.10122006,0.27920744
0.578097,0,0.118951835,0.21966735,0.0717394,0,0,0,0,0
0.13318175,0.01862179,0.63850707,0.023163581,0,0,0,0,0.02989866,0.15331869
0.19389668,0,0.03890217,0.029053167,0,0,0,0,0.24255784,0.48632735
0.06644042,0.012146427,0,0.12564357,0,0,0,0.064410344,0.3825874,0.3437611
0.18204035,0,0,0.32386997,0,0,0,0,0.36996382,0.11766905
0.13318145,0.018621733,0.6385071,0.023163019,0,0,0,0,0.029878464,0.15333974
0,0,0.030902945,0,0,0.11308616,0,0,0.38624015,0.4609396
0.69843,0,0,0.08444668,0,0,0,0,0,0.19869919
0.51847637,0,0.10424312,0.24151252,0,0.033492204,0,0,0,0.08560078
0.42229474,0,0.08784975,0.25404862,0.12962876,0,0.09188522,0,0,0
0.38639364,0,0.26427126,0.33495426,0,0,0.010428982,0,0,0
0.12017521,0,0,0.29884422,0,0.046737228,0,0,0.31568646,0.20834136
0.4097802,0,0.04335432,0,0.024316354,0,0,0,0,0.5103005
0.53695947,0.02158865,0,0.081686676,0,0,0,0.08960951,0,0.2601468
0.13319124,0.018621486,0.6385084,0.023170112,0,0,0,0,0.029778022,0.1534223
0.06795738,0,0,0,0,0,0,0,0.40527922,0.5137947
0.078072116,0,0,0,0,0,0,0,0.0675409,0.84007925
0.18010594,0,0,0.07346946,0,0,0,0,0.34436503,0.38384965
0.3612825,0,0.021937143,0.04766472,0,0,0,0.084874816,0.31859508,0.1616358
0.06605504,0,0,0,0,0,0,0,0.3164454,0.608026
0.14046018,0,0,0.039604913,0.019990582,0,0.14096011,0,0,0.6560718
0.42113724,0.012013634,0,0.046405457,0,0,0,0.16504773,0.34950176,0
0.13318154,0.018621761,0.6385071,0.023163216,0,0,0,0,0.029888,0.15332994
0.13318151,0.018621748,0.6385072,0.023163144,0,0,0,0,0.0298846,0.15333343
0.13318154,0.01862176,0.6385071,0.023163231,0,0,0,0,0.029887596,0.15333033
0.40841988,0,0.18296334,0.07940309,0,0,0,0,0.3007275,0.021628918
0,0,0,0.36420795,0,0,0,0,0,0.6009921
0,0,0,0,0.09478052,0.057298772,0,0.14358789,0.6997119,0
0.45904398,0,0,0.077874504,0,0.0430318,0,0.02688043,0.21905018,0.17139243
0.11951388,0,0.02649065,0.030221786,0,0,0,0.08205149,0.35453498,0.38292593
0.1093702,0,0,0.06155693,0.030677447,0.01637384,0,0.48586404,0.22674003,0.06005209
0.13832644,0,0,0,0,0,0.11512666,0.45734897,0.28405416,0
0.10388573,0,0,0,0,0,0,0.5279722,0.0871581,0.273747
0.22970064,0,0,0,0.046712343,0,0,0.3741906,0.1278728,0.2099028
0.30603594,0,0,0,0,0.034156416,0.03803423,0.4752855,0.10444466,0.029466638
0,0.014385859,0,0.046619546,0.08688639,0.0128868865,0.042776074,0.35604602,0.26084945,0.17226733
0.02783181,0,0.06411272,0.046365507,0.032679133,0,0,0.5213698,0.22847904,0.077268995
0.052619465,0,0.0113606425,0.12774763,0.029975628,0,0,0.29872528,0.2247823,0.25312886
0.045013484,0,0,0,0,0,0.10257,0.13038327,0.7102558,0
0,0.016611114,0,0.022000123,0,0,0,0.26891416,0.4034533,0.28131542
0.13364603,0,0,0.022285921,0.045585092,0,0.08612658,0.25183544,0.2777543,0.17400657
0.25591964,0,0.011524524,0.036137197,0.043193176,0.039670933,0,0.29320928,0.11153849,0.20662695
0.41128492,0,0,0.056048658,0.052668888,0,0,0.248761,0.17942877,0.045997098
0,0,0,0,0,0,0,0.15646094,0.7650981,0.06870673
0.06692714,0,0,0.026515782,0,0.041276738,0,0.06280845,0.17595726,0.6187918
0.027337201,0,0,0.27734473,0.31208375,0,0,0.114679985,0,0.26423478
0.03399288,0,0,0.17652033,0.12000984,0,0,0,0.5693547,0.09011911
0.08138726,0,0,0.20966822,0,0,0,0.28973767,0.21392995,0.19282027
0.17825843,0.023033272,0,0,0,0,0,0.33817253,0.39005768,0.05719944
0.09283089,0,0,0.071413055,0.04950514,0,0,0.46173844,0,0.31825837
0.093674354,0,0,0.07027037,0.098835506,0,0.048186425,0.06837691,0,0.6162027
0.05829682,0,0,0.015925769,0,0,0,0.2640101,0.65461683,0
0.111651815,0,0,0,0,0.04648444,0.02681796,0,0.28366718,0.5272044
0,0,0,0.11852885,0,0,0,0.09950572,0.18156566,0.5925986
0.02982843,0,0,0,0,0,0.045340303,0.21933976,0.15454236,0.5448444
0.2725849,0,0.014321091,0.2052973,0,0,0.022104776,0.055316746,0.084562905,0.34190935
0.16709034,0,0,0.04873606,0,0.02363975,0,0.20768644,0.3717726,0.17479952
0.14350665,0.020600155,0.03425206,0.037666555,0,0.01146144,0,0.1410264,0.24729866,0.36228028
0.022223935,0,0,0,0.1524527,0.01860196,0.04016627,0.3811026,0.38217014,0
0,0,0,0.16000772,0,0,0,0.25893456,0.3922709,0.18008691
0.20834889,0,0.0103980135,0,0,0.030906465,0,0.24554807,0.11286253,0.38815433
0.09827571,0,0,0.083640896,0,0,0.04220316,0,0.36130255,0.41018683
0.118316285,0,0,0.017367624,0.09348031,0,0,0.024452373,0.13094923,0.61181855
0.13326229,0,0,0,0.038229816,0,0.04487551,0.10151628,0.043295395,0.6365146
0,0,0.053095303,0.012102451,0,0,0,0.52980477,0.14544696,0.25530562
0.16269848,0,0,0.16162361,0.4740359,0,0,0,0,0.19394259
0.22038187,0.020474702,0,0.03582135,0,0,0,0.35286912,0.25319827,0.10507519
0,0,0,0.28410766,0,0,0.04975279,0,0.29450178,0.35825363
0,0,0,0.07914084,0,0,0,0.17247675,0.53288615,0.20930673
0.2542521,0,0,0.030562373,0.13210537,0.06209332,0.14466503,0.13389613,0.21264404,0.01916903
0.19603187,0,0.06204887,0.112638816,0,0,0,0,0.24837501,0.3708965
0.31787258,0,0,0,0,0,0,0,0.29804736,0.36216614
0.39508793,0.016336674,0,0.05706643,0,0.025648039,0,0,0.23670074,0.263177
0.18573044,0,0,0.056160945,0,0,0,0,0,0.73807406
0.20139295,0,0.014938692,0,0,0.03048654,0,0.020151291,0.45936897,0.26824024
0.10112604,0.030461427,0,0,0,0.06556208,0,0.20288047,0.20443846,0.38441187
0,0,0.023905799,0,0.098089054,0,0.122829124,0,0,0.7415351
0.36334643,0,0,0.035951298,0,0,0,0,0.106901646,0.4806877
0.25454462,0,0,0,0.25132596,0,0.04512737,0,0,0.43808553
0,0,0,0,0,0,0,0,0.15038946,0.8390786
0,0,0,0.09713401,0.26974803,0.14262679,0,0.053975604,0.018762933,0.41427058
0.060948245,0,0,0,0.13002117,0,0.09009028,0.41428727,0.054286472,0.24756649
0.064995274,0,0,0,0.057131574,0.012949836,0,0.5498145,0.25040883,0.060250733
0.17659406,0.023622718,0,0.037434414,0.11951048,0,0,0,0.20093974,0.43206963
0,0,0,0,0.30327275,0.012012606,0.105644666,0.05673132,0.26364157,0.25677225
0.016089037,0,0.06126234,0.04573835,0.18819101,0,0,0.03536648,0.1308448,0.5204525
0,0,0,0.018898869,0.0953616,0,0,0.15655053,0.46043062,0.26145968
0,0,0,0.106988706,0,0,0,0.036955886,0.5246379,0.32641587
0,0,0.06395538,0,0.24356152,0.062436577,0,0.14754866,0.06809696,0.41178498
0.17075247,0,0.02443025,0,0.2431312,0,0,0.026390482,0.07243485,0.45949715
0.025929337,0,0,0,0.085069925,0,0,0,0.67886585,0.20689029
0.063026905,0,0,0.018146984,0.4504098,0,0.13528629,0.038912047,0.29201916,0
0,0,0.040968966,0.08743698,0.041014627,0,0.25640708,0.4468906,0,0.12494085
0,0,0,0,0.19895639,0,0,0.121502124,0.60952425,0.06546992
0.10471225,0,0,0.17299934,0.037625246,0,0,0,0.5608559,0.11799053
0.43731788,0,0,0.25692832,0,0,0,0,0,0.2977065
0.3446658,0,0,0,0.35247695,0,0.16454607,0.031154715,0,0.10435881
0,0,0.074362025,0.19933474,0.13500668,0,0,0,0.093857296,0.49148127
0.12883107,0,0,0.10561813,0.078847565,0,0,0.03999884,0,0.64138305
0,0,0,0.18312511,0.36978418,0,0,0.094823815,0,0.34771994
0,0,0.07766684,0.05280791,0.1760046,0,0,0,0,0.6876338
0,0,0,0,0.98928446,0,0,0,0,0
0.047441654,0,0,0.060515303,0.31645057,0,0,0,0.5619476,0
0,0,0,0,0,0,0,0,0.1469337,0.83199716
0.12126533,0,0,0.06760741,0,0.105896436,0,0.1888391,0.37918082,0.13207816
0,0,0.02897544,0.20786938,0.09982504,0,0,0.28357166,0.22135736,0.15606074
0.3848386,0,0.12654115,0.031591304,0,0,0,0.0409667,0.3624653,0.050116416
0.035451923,0.010363598,0.06254079,0.1829884,0,0,0,0.19724715,0.22368255,0.28474525
0.08394791,0,0,0,0.25535765,0,0,0,0.408202,0.2477648
0.0468322,0,0.026830735,0.019218206,0.08496488,0,0,0.13353656,0.49672526,0.1806581
0.25210315,0,0.1557208,0.015225508,0.019030176,0,0.016530866,0,0.16228488,0.37644154
0,0,0.0344582,0,0.11268124,0,0.019032827,0.023685409,0.5695731,0.23711677
0.122057416,0,0.035896752,0,0,0,0,0,0.4500181,0.38849628
0.099090196,0,0,0,0,0,0,0.38182086,0.31672147,0.19340526
0.26417732,0,0,0,0.09147462,0,0,0.18862201,0.44927078,0
0.055490028,0,0.027990788,0.01980566,0.08118579,0,0.1662702,0.4670356,0.06925241,0.110253446
0.11605683,0,0.03798535,0,0.05757547,0,0.11914262,0,0.5644239,0.10021327
0.15042979,0,0.012686222,0,0.052215185,0.014867294,0,0.10148447,0.66581154,0
0.21644555,0,0.07695305,0,0,0,0,0.36868206,0,0.31646964
0.042692382,0,0.1537028,0,0,0,0,0.15018111,0.30226237,0.34860831
0.18694203,0,0.031642865,0.19020586,0,0,0,0,0.2723126,0.31408536
0,0,0,0,0,0.04259771,0,0.10292313,0.4123791,0.4387645
0.27435184,0,0.022482991,0.025448684,0,0,0,0.15590769,0.19821236,0.31542012
0.014690531,0,0,0,0.04116875,0,0,0,0.4027081,0.53490484
0,0,0.017114304,0,0.08314815,0,0,0.15718892,0.34825873,0.39011928
0.05380503,0.03223522,0,0,0.14446199,0.10631567,0,0,0.64799327,0
0.04141766,0,0,0.064805046,0.13183285,0.043977432,0,0,0.20765741,0.5062258
0,0,0,0.117162004,0,0.20732214,0,0,0.32407734,0.34489858
0,0,0.0649807,0,0.12758334,0.017455759,0,0.22587156,0.3263067,0.23563664
0,0,0,0,0.49897546,0,0,0.41792744,0.07375958,0
0.014465911,0,0,0,0.27550223,0,0.062718235,0.38913274,0,0.25598666
0.19525647,0,0,0,0,0.08636115,0,0,0.24296585,0.47000784
0,0,0,0,0.10627916,0.23367096,0.07712748,0.063663445,0.07436243,0.44255605
0.26537633,0,0,0.030077774,0.035528462,0.019915173,0.0155847715,0,0.09638049,0.5345706
0,0,0,0,0.3157712,0,0.013604431,0,0,0.66367596
0.024528269,0,0,0.0127885165,0.22740562,0.04065908,0,0,0,0.69172496
0.37531722,0,0,0,0.04558829,0.23987046,0.02167718,0.04164913,0.17932393,0.09402978
0,0,0,0.012949064,0.18398303,0,0,0,0.027784174,0.7705947
0,0,0,0,0.044255316,0.14159986,0,0,0,0.80849904
0.17456843,0,0,0.044756096,0,0.036527727,0,0,0.23295243,0.5038368
0,0,0,0,0,0,0.090287246,0,0.19219394,0.7114782
0,0,0,0,0,0,0,0.19481099,0,0.8008143
0,0,0,0,0,0.05321934,0.14071512,0,0.45734462,0.34316155
0,0,0.035489928,0,0.14688332,0,0.059154533,0.023386486,0.17131847,0.56096464
0,0,0,0.019184617,0,0,0,0,0.42132944,0.55275285
0.026690915,0,0,0.22556424,0.058415093,0,0,0,0.5555825,0.12907347
0,0.020448564,0,0,0,0.11266953,0.057861593,0.10725971,0,0.69133323
0,0,0.06221055,0.079311274,0.08048528,0.014114077,0,0.075686455,0.47720298,0.20912144
0,0,0,0,0.3268296,0,0.04272064,0.13480543,0,0.48385084
0,0,0,0,0.31062886,0,0.23166685,0.35261104,0.024589684,0.06919929
0,0,0,0.049452562,0.1048871,0,0.01906586,0,0.5063697,0.3162163
0.30028456,0,0.03056648,0.3982312,0,0,0,0,0.15975174,0.09727202
0.18437575,0,0,0,0,0,0,0.3643569,0,0.43534163
0.02355976,0,0,0,0.04550507,0,0,0.29922915,0.3314062,0.29247743
0.21534209,0,0,0.050822422,0,0,0.032242473,0.02038619,0.15867327,0.51732695
0.03150768,0,0,0.03165516,0.06647766,0,0,0.36214224,0,0.49563593
0,0.014590753,0,0,0.06480642,0,0,0.5267404,0,0.38596332
0.085585535,0,0,0.029793305,0,0,0,0.22941244,0,0.64520425
0,0,0,0.090772524,0,0,0,0.06298389,0,0.8282566
0.07151084,0,0,0,0.28447682,0,0.035091218,0,0.06436616,0.52931273
0,0,0,0.04905262,0,0,0,0.3073172,0,0.6342926
0,0,0,0,0,0,0,0.21627545,0.064827845,0.7028181
0.07867649,0,0,0,0,0,0,0,0.17529637,0.73525435
0.5657251,0,0.01936584,0.261765,0,0,0,0,0,0.14258026
0.033492252,0,0,0,0,0.029064756,0,0.4494463,0.15341577,0.3261939
0.07873149,0.041531242,0,0.09871222,0,0.028126324,0,0.18503204,0.56251955,0
0.09334202,0,0,0.017270828,0,0.14103036,0,0.078187935,0.19939168,0.46543527
0.047995135,0,0,0,0.16805495,0,0,0.46846855,0,0.3109671
0.0103833405,0.39839223,0,0.07886925,0.21734472,0.05557495,0.089159355,0,0.057865016,0.09060787
0.061233126,0,0,0.058567647,0.23245966,0.11230888,0,0.22878408,0.28146034,0.022318324
0.18601333,0,0,0,0.38868773,0,0.021818085,0.061881665,0,0.3204261
0.056163445,0,0.016454441,0.04231594,0,0,0,0.38757104,0.34102562,0.15039477
